algorithm,benchmark,seed,evaluations,best_value
hill_climbing,rastrigin,0,100,125.63519131552025
hill_climbing,rastrigin,0,200,112.84240204446736
hill_climbing,rastrigin,0,300,112.84240204446736
hill_climbing,rastrigin,0,400,106.50496219886745
hill_climbing,rastrigin,0,500,102.58727655088396
hill_climbing,rastrigin,0,600,102.58727655088396
hill_climbing,rastrigin,0,700,102.58727655088396
hill_climbing,rastrigin,0,800,102.58727655088396
hill_climbing,rastrigin,0,900,102.58727655088396
hill_climbing,rastrigin,0,1000,94.41209656728034
hill_climbing,rastrigin,0,1100,94.41209656728034
hill_climbing,rastrigin,0,1200,94.41209656728034
hill_climbing,rastrigin,0,1300,94.41209656728034
hill_climbing,rastrigin,0,1400,94.41209656728034
hill_climbing,rastrigin,0,1500,94.41209656728034
hill_climbing,rastrigin,0,1600,94.41209656728034
hill_climbing,rastrigin,0,1700,94.41209656728034
hill_climbing,rastrigin,0,1800,94.41209656728034
hill_climbing,rastrigin,0,1900,94.41209656728034
hill_climbing,rastrigin,0,2000,94.41209656728034
hill_climbing,rastrigin,0,2100,94.41209656728034
hill_climbing,rastrigin,0,2200,94.41209656728034
hill_climbing,rastrigin,0,2300,94.41209656728034
hill_climbing,rastrigin,0,2400,74.32786108008848
hill_climbing,rastrigin,0,2500,74.32786108008848
hill_climbing,rastrigin,0,2600,64.17096571292575
hill_climbing,rastrigin,0,2700,64.17096571292575
hill_climbing,rastrigin,0,2800,64.17096571292575
hill_climbing,rastrigin,0,2900,64.17096571292575
hill_climbing,rastrigin,0,3000,64.17096571292575
hill_climbing,rastrigin,0,3100,64.17096571292575
hill_climbing,rastrigin,0,3200,64.17096571292575
hill_climbing,rastrigin,0,3300,64.17096571292575
hill_climbing,rastrigin,0,3400,64.17096571292575
hill_climbing,rastrigin,0,3500,64.17096571292575
hill_climbing,rastrigin,0,3600,64.17096571292575
hill_climbing,rastrigin,0,3700,64.17096571292575
hill_climbing,rastrigin,0,3800,64.17096571292575
hill_climbing,rastrigin,0,3900,64.17096571292575
hill_climbing,rastrigin,0,4000,64.17096571292575
hill_climbing,rastrigin,0,4100,64.17096571292575
hill_climbing,rastrigin,0,4200,64.17096571292575
hill_climbing,rastrigin,0,4300,64.17096571292575
hill_climbing,rastrigin,0,4400,64.17096571292575
hill_climbing,rastrigin,0,4500,64.17096571292575
hill_climbing,rastrigin,0,4600,64.17096571292575
hill_climbing,rastrigin,0,4700,64.17096571292575
hill_climbing,rastrigin,0,4800,64.17096571292575
hill_climbing,rastrigin,0,4900,64.17096571292575
hill_climbing,rastrigin,0,5000,64.17096571292575
hill_climbing,rastrigin,0,5100,64.17096571292575
hill_climbing,rastrigin,0,5200,64.17096571292575
hill_climbing,rastrigin,0,5300,64.17096571292575
hill_climbing,rastrigin,0,5400,64.17096571292575
hill_climbing,rastrigin,0,5500,64.17096571292575
hill_climbing,rastrigin,0,5600,64.17096571292575
hill_climbing,rastrigin,0,5700,64.17096571292575
hill_climbing,rastrigin,0,5800,64.17096571292575
hill_climbing,rastrigin,0,5900,64.17096571292575
hill_climbing,rastrigin,0,6000,64.17096571292575
hill_climbing,rastrigin,0,6100,64.17096571292575
hill_climbing,rastrigin,0,6200,64.17096571292575
hill_climbing,rastrigin,0,6300,64.17096571292575
hill_climbing,rastrigin,0,6400,64.17096571292575
hill_climbing,rastrigin,0,6500,64.17096571292575
hill_climbing,rastrigin,0,6600,64.17096571292575
hill_climbing,rastrigin,0,6700,64.17096571292575
hill_climbing,rastrigin,0,6800,64.17096571292575
hill_climbing,rastrigin,0,6900,64.17096571292575
hill_climbing,rastrigin,0,7000,64.17096571292575
hill_climbing,rastrigin,0,7100,64.17096571292575
hill_climbing,rastrigin,0,7200,64.17096571292575
hill_climbing,rastrigin,0,7300,64.17096571292575
hill_climbing,rastrigin,0,7400,64.17096571292575
hill_climbing,rastrigin,0,7500,64.17096571292575
hill_climbing,rastrigin,0,7600,64.17096571292575
hill_climbing,rastrigin,0,7700,64.17096571292575
hill_climbing,rastrigin,0,7800,64.17096571292575
hill_climbing,rastrigin,0,7900,64.17096571292575
hill_climbing,rastrigin,0,8000,64.17096571292575
hill_climbing,rastrigin,0,8100,64.17096571292575
hill_climbing,rastrigin,0,8200,64.17096571292575
